time,Localisation,FID,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-03-14,Rennes,ind_bretagne.2022-03-14 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-03-14T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.4,5.7,15.5,0,,108,12.7,40.8,1022.5,
2022-03-15,Rennes,ind_bretagne.2022-03-15 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-03-15T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.4,8.5,15.4,1.5,,113,10.6,44.5,1019.9,
2022-03-16,Rennes,ind_bretagne.2022-03-16 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-03-16T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,3,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.3,8.1,14.2,0.8,,89,12.7,39,1019.2,
2022-03-17,Rennes,ind_bretagne.2022-03-17 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-03-17T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),8.6,3.8,13.4,2.8,,356,15,37,1032.6,
2022-03-18,Rennes,ind_bretagne.2022-03-18 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-03-18T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.4,2.8,16.1,0,,43,19.8,54,1036.5,
2022-03-19,Rennes,ind_bretagne.2022-03-19 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-03-19T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.7,5.5,14.2,0,,92,16,39,1029.6,
2022-03-20,Rennes,ind_bretagne.2022-03-20 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-03-20T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.1,6.5,14.1,0,,94,9.1,42.6,1024.5,
2022-03-21,Rennes,ind_bretagne.2022-03-21 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-03-21T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.8,6.8,18.2,0,,114,14.5,39,1024.9,
2022-03-22,Rennes,ind_bretagne.2022-03-22 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-03-22T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.4,6.6,16.5,0,,118,17,44,1025.4,
2022-03-23,Rennes,ind_bretagne.2022-03-23 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-03-23T01:00:00Z,Air Breizh,EPCI,243500139,3,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.2,4.9,16.5,0,,96,11.7,35,1027.3,
2022-03-24,Rennes,ind_bretagne.2022-03-24 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-03-24T01:00:00Z,Air Breizh,EPCI,243500139,3,1,3,4,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.2,0.5,19.7,0,,335,6.8,30,1026.8,
2022-03-25,Rennes,ind_bretagne.2022-03-25 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-03-25T01:00:00Z,Air Breizh,EPCI,243500139,2,1,3,4,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.3,2.4,20.5,0,,39,13.8,46,1025.7,
2022-03-26,Rennes,ind_bretagne.2022-03-26 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-03-26T01:00:00Z,Air Breizh,EPCI,243500139,2,1,3,4,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.8,4.6,20.5,0,,56,15.7,46,1026.2,
2022-03-27,Rennes,ind_bretagne.2022-03-27 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-03-27T01:00:00Z,Air Breizh,EPCI,243500139,1,1,3,3,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.1,2.7,21.3,0,,,,,,
2022-03-28,Rennes,ind_bretagne.2022-03-28 02:00:00+02.243500139,4,Mauvais,#FF5050,2022-03-28T02:00:00Z,Air Breizh,EPCI,243500139,2,1,3,3,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.3,7.8,20.4,0,,117,9.2,31.5,1020.2,
2022-03-29,Rennes,ind_bretagne.2022-03-29 02:00:00+02.243500139,4,Mauvais,#FF5050,2022-03-29T02:00:00Z,Air Breizh,EPCI,243500139,3,1,2,4,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.7,9.4,17.9,0,,212,9,31,1009.3,
2022-03-30,Rennes,ind_bretagne.2022-03-30 02:00:00+02.243500139,4,Mauvais,#FF5050,2022-03-30T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,3,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.2,7.8,12.9,0,,327,15.6,42,1004.8,
2022-03-31,Rennes,ind_bretagne.2022-03-31 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-03-31T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),5.3,3.1,10.2,0,,344,17.2,61,1006.1,
2022-04-01,Rennes,ind_bretagne.2022-04-01 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-01T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4.4,0.3,8.4,2,,341,25,65,1015.6,
2022-04-02,Rennes,ind_bretagne.2022-04-02 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-02T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4.9,-1.5,10.3,0.3,,352,13.1,44,1021.5,
2022-04-03,Rennes,ind_bretagne.2022-04-03 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-03T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4,-1,9.6,0,,8,12.3,35,1025.6,
2022-04-04,Rennes,ind_bretagne.2022-04-04 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-04T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4.8,-2.5,10.7,,,247,11.6,41,1022.2,
2022-04-05,Rennes,ind_bretagne.2022-04-05 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-05T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.2,7.3,15.3,0.5,,274,11.6,35.2,1016.1,
2022-04-06,Rennes,ind_bretagne.2022-04-06 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-06T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.4,7.7,13.5,0,,232,16.4,57,1008.9,
2022-04-07,Rennes,ind_bretagne.2022-04-07 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-07T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.6,10.5,15.8,2.3,,252,24.3,55,1001.1,
2022-04-08,Rennes,ind_bretagne.2022-04-08 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-08T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),7.6,2,15.6,12.2,,236,20.8,68,1000.8,
2022-04-09,Rennes,ind_bretagne.2022-04-09 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-09T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),7.2,1.8,13,17.8,,304,11.7,35.2,1017.7,
2022-04-10,Rennes,ind_bretagne.2022-04-10 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-10T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),8.7,0.1,15.3,0,,117,13.9,46,1017.8,
2022-04-11,Rennes,ind_bretagne.2022-04-11 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-11T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.6,6.7,21.4,0,,136,19.2,46,1006.1,
2022-04-12,Rennes,ind_bretagne.2022-04-12 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-12T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.5,10.7,19,1.5,,155,12.4,33.3,1006.2,
2022-04-13,Rennes,ind_bretagne.2022-04-13 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-13T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13,4.8,20.2,1.5,,270,3.8,22.2,1016.4,
2022-04-14,Rennes,ind_bretagne.2022-04-14 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-14T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.4,6.5,23.4,0.3,,354,5.5,27.8,1022,
2022-04-15,Rennes,ind_bretagne.2022-04-15 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-15T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.3,6.6,24.5,0,,18,6.4,27.8,1025.2,
2022-04-16,Rennes,ind_bretagne.2022-04-16 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-16T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.6,7.5,21.9,0,,19,10.6,38.9,1026.8,
2022-04-17,Rennes,ind_bretagne.2022-04-17 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-17T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.7,5.9,20.5,0,,74,5.9,29.6,1021.9,
2022-04-18,Rennes,ind_bretagne.2022-04-18 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-18T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.1,7.2,20,0,,333,14,37,1019.1,
2022-04-19,Rennes,ind_bretagne.2022-04-19 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-04-19T02:00:00Z,Air Breizh,EPCI,243500139,1,1,3,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.6,2.8,15.4,0,,320,14.4,37,1017.4,
2022-04-20,Rennes,ind_bretagne.2022-04-20 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-20T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.9,4,19,0,,331,13.6,38.9,1013.4,
2022-04-21,Rennes,ind_bretagne.2022-04-21 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-04-21T02:00:00Z,Air Breizh,EPCI,243500139,2,1,3,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.8,9.5,21,0,,19,10.3,30,1008.1,
2022-04-22,Rennes,ind_bretagne.2022-04-22 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-22T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.7,7.8,20.7,0,,48,13.3,42,1001.2,
2022-04-23,Rennes,ind_bretagne.2022-04-23 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-04-23T02:00:00Z,Air Breizh,EPCI,243500139,1,1,3,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.1,10.8,18.8,0,,35,15.9,37,996.4,
2022-04-24,Rennes,ind_bretagne.2022-04-24 02:00:00+02.243500139,4,Mauvais,#FF5050,2022-04-24T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,3,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.3,10.1,18.4,0.3,,313,9.2,44.5,1004.2,
2022-04-25,Rennes,ind_bretagne.2022-04-25 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-25T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.4,6.9,18,1.5,,2,12,33,1012.6,
2022-04-26,Rennes,ind_bretagne.2022-04-26 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-26T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.7,3.4,18.3,0,,56,12.6,39,1018,
2022-04-27,Rennes,ind_bretagne.2022-04-27 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-27T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.4,7.2,19.2,0,,67,19.3,48,1020.8,
2022-04-28,Rennes,ind_bretagne.2022-04-28 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-04-28T02:00:00Z,Air Breizh,EPCI,243500139,1,1,3,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15,10.8,20.1,0,,46,13.8,35,1025.2,
2022-04-29,Rennes,ind_bretagne.2022-04-29 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-04-29T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,3,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.4,6.5,20.8,0,,344,15,44,1027.8,
2022-04-30,Rennes,ind_bretagne.2022-04-30 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-30T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.5,5.5,17.1,0,,20,12.8,37,1027.2,
2022-05-01,Rennes,ind_bretagne.2022-05-01 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-01T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.4,8.8,20.2,0,,77,7.7,31,1022.9,
2022-05-02,Rennes,ind_bretagne.2022-05-02 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-02T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.3,10.5,18.8,0,,11,10.6,33,1019.1,
2022-05-03,Rennes,ind_bretagne.2022-05-03 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-05-03T02:00:00Z,Air Breizh,EPCI,243500139,1,1,3,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.6,9.9,18.8,0,,4,12.5,31,1019.6,
2022-05-04,Rennes,ind_bretagne.2022-05-04 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-04T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.8,4.7,19.6,0,,334,11.9,33,1021.3,
2022-05-05,Rennes,ind_bretagne.2022-05-05 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-05T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.1,8.6,19.6,0,,323,11.3,31,1025.4,
2022-05-06,Rennes,ind_bretagne.2022-05-06 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-06T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.8,6.8,21.6,0,,338,11.4,31,1027.9,
2022-05-07,Rennes,ind_bretagne.2022-05-07 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-07T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.7,8.7,20.4,0,,328,11.7,37,1026.2,
2022-05-08,Rennes,ind_bretagne.2022-05-08 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-08T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.8,7.3,22.6,0,,350,10.2,28,1025.3,
2022-05-09,Rennes,ind_bretagne.2022-05-09 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-05-09T02:00:00Z,Air Breizh,EPCI,243500139,2,1,3,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.1,7.8,26.4,0.3,,202,8.1,31.5,1023.5,
2022-05-10,Rennes,ind_bretagne.2022-05-10 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-10T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.8,12.4,25.3,0,,223,12.5,46,1019.1,
2022-05-11,Rennes,ind_bretagne.2022-05-11 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-11T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.9,10.5,22.4,0,,230,14.5,46,1015.7,
2022-05-12,Rennes,ind_bretagne.2022-05-12 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-12T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14,7.7,20.1,0,,313,8.6,33,1021.5,
2022-05-13,Rennes,ind_bretagne.2022-05-13 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-13T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.2,5.6,21.3,0,,306,6.6,31.5,1024,
2022-05-14,Rennes,ind_bretagne.2022-05-14 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-14T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.7,9.4,26,0,,66,12.8,37,1019.7,
2022-05-15,Rennes,ind_bretagne.2022-05-15 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-05-15T02:00:00Z,Air Breizh,EPCI,243500139,1,1,3,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),21.7,17.2,29.8,0,,152,14.4,48,1011.3,
2022-05-16,Rennes,ind_bretagne.2022-05-16 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-16T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.7,13.5,24.3,0,,219,13.4,35.2,1016.7,
2022-05-17,Rennes,ind_bretagne.2022-05-17 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-17T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),20.2,11.5,30,0.3,,158,15.7,54,1017.6,
2022-05-18,Rennes,ind_bretagne.2022-05-18 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-18T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),19.8,10.6,28,0,,153,10.6,46,1018.7,
2022-05-19,Rennes,ind_bretagne.2022-05-19 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-19T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.3,13,23.3,9.7,,310,8.5,28,1019.6,
2022-05-20,Rennes,ind_bretagne.2022-05-20 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-20T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.6,11.4,23.5,0.3,,323,12.1,39,1020.4,
2022-05-21,Rennes,ind_bretagne.2022-05-21 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-21T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.8,8.7,25.2,0.5,,3,8,33,1022.2,
2022-05-22,Rennes,ind_bretagne.2022-05-22 02:00:00+02.243500139,3,D̩grad̩,#F0E641,2022-05-22T02:00:00Z,Air Breizh,EPCI,243500139,1,1,3,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),19.2,12.6,26.5,0,,21,9.5,25.9,1012.6,
2022-05-23,Rennes,ind_bretagne.2022-05-23 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-23T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.2,11.4,24.1,20.8,,306,13.1,44,1005.8,
2022-05-24,Rennes,ind_bretagne.2022-05-24 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-24T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.9,8.1,18.3,14.2,,250,10.1,33,1010.9,
2022-05-25,Rennes,ind_bretagne.2022-05-25 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-25T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.2,7.8,19,0.5,,245,11.8,35,1020,
2022-05-26,Rennes,ind_bretagne.2022-05-26 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-26T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.3,13,17.6,0,,264,9,31,1026.9,
2022-05-27,Rennes,ind_bretagne.2022-05-27 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-27T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.3,12.4,20,0,,328,11.3,30,1027.6,
2022-05-28,Rennes,ind_bretagne.2022-05-28 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-28T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.9,8.2,21.4,0,,359,13.9,41,1023.6,
2022-05-29,Rennes,ind_bretagne.2022-05-29 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-29T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.6,8.4,19.1,0,,30,17.3,50,1017.6,
2022-05-30,Rennes,ind_bretagne.2022-05-30 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-30T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.3,4.5,19.8,0,,15,8.5,27.8,1013.6,
2022-05-31,Rennes,ind_bretagne.2022-05-31 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-05-31T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.6,7.3,19.8,0,,319,8.7,31,1014.6,
2022-06-01,Rennes,ind_bretagne.2022-06-01 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-06-01T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.1,6.4,22.3,0,,12,8.4,37,1016.9,
